data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2026-08-20 01:58:08.516640;1169;TRANSPORTES COLETIVOS TREVO LTDA;ISA6063;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;4497;VIACAO ALTO PETROPOLIS LTDA;ITT6192;M. BENZ;OF 1721                                           ;2012-11-29;2012;DIESEL
2026-08-20 01:58:08.516640;1204;TRANSPORTES COLETIVOS TREVO LTDA;ITE6888;M. BENZ;OF 1722;2012-06-19;2011;DIESEL
2026-08-20 01:58:08.516640;825;CARRIS PORTO-ALEGRENSE LTDA;IWI7553;VOLVO                                             ;B340MA                                            ;2015-02-19;2014;DIESEL
2026-08-20 01:58:08.516640;3125;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0872;M. BENZ;O-500M                                            ;2012-12-08;2012;DIESEL
2026-08-20 01:58:08.516640;3128;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0876;M. BENZ;O-500M                                            ;2012-12-08;2012;DIESEL
2026-08-20 01:58:08.516640;821;CARRIS PORTO-ALEGRENSE LTDA;ITY1784;VOLVO                                             ;B340M                                             ;2013-01-13;2012;DIESEL
2026-08-20 01:58:08.516640;2195;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2788;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2386;VIACAO BELEM NOVO LTDA;ISP2J85;M. BENZ;O500MA                                            ;2011-12-14;2010;DIESEL
2026-08-20 01:58:08.516640;767;CARRIS PORTO-ALEGRENSE LTDA;IRA3872;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2026-08-20 01:58:08.516640;6749;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5433;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2026-08-20 01:58:08.516640;4806;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITV6765;M. BENZ;O-500M                                            ;2012-12-13;2012;DIESEL
2026-08-20 01:58:08.516640;1205;TRANSPORTES COLETIVOS TREVO LTDA;ITE6I99;M. BENZ;O500MA                                            ;2012-06-19;2010;DIESEL
2026-08-20 01:58:08.516640;4407;VIACAO ALTO PETROPOLIS LTDA;IQY7311;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2026-08-20 01:58:08.516640;2143;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7438;M. BENZ;OF 1722M                                          ;2012-02-15;2011;DIESEL
2026-08-20 01:58:08.516640;2180;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2228;M. BENZ;OF 1722;2011-10-22;2011;DIESEL
2026-08-20 01:58:08.516640;1039;TRANSPORTES COLETIVOS TREVO LTDA;ISM2637;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;1073;TRANSPORTES COLETIVOS TREVO LTDA;ISP5C51;M. BENZ;O500MA                                            ;2011-12-15;2011;DIESEL
2026-08-20 01:58:08.516640;787;CARRIS PORTO-ALEGRENSE LTDA;ISX5457;M. BENZ;O-500M                                            ;2012-03-21;2011;DIESEL
2026-08-20 01:58:08.516640;789;CARRIS PORTO-ALEGRENSE LTDA;ISY5491;M. BENZ;O-500M                                            ;2012-04-11;2011;DIESEL
2026-08-20 01:58:08.516640;2494;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6030;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;1108;TRANSPORTES COLETIVOS TREVO LTDA;ISA6071;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;6743;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL6140;M. BENZ;O-500M                                            ;2013-06-25;2012;DIESEL
2026-08-20 01:58:08.516640;1035;TRANSPORTES COLETIVOS TREVO LTDA;IRL7274;M. BENZ;OF 1722M                                          ;2010-12-21;2010;DIESEL
2026-08-20 01:58:08.516640;4430;VIACAO ALTO PETROPOLIS LTDA;IQY7368;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2026-08-20 01:58:08.516640;6614;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUS0364;M. BENZ;O-500M                                            ;2013-09-11;2012;DIESEL
2026-08-20 01:58:08.516640;3129;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0864;M. BENZ;O-500M                                            ;2012-12-08;2012;DIESEL
2026-08-20 01:58:08.516640;3139;SUDESTE TRANSPORTES COLETIVOS LTDA;ITQ1943;M. BENZ;OF 1721                                           ;2012-10-27;2012;DIESEL
2026-08-20 01:58:08.516640;4522;VIACAO ALTO PETROPOLIS LTDA;IQU3059;M. BENZ;O-500M                                            ;2010-05-15;2010;DIESEL
2026-08-20 01:58:08.516640;4453;VIACAO ALTO PETROPOLIS LTDA;IRQ4908;M. BENZ;O 500                                             ;2011-02-25;2010;DIESEL
2026-08-20 01:58:08.516640;827;CARRIS PORTO-ALEGRENSE LTDA;IWK4931;VOLVO                                             ;B340MA                                            ;2015-03-20;2014;DIESEL
2026-08-20 01:58:08.516640;779;CARRIS PORTO-ALEGRENSE LTDA;IRA5109;M. BENZ;O500 U                                            ;2010-08-14;2010;DIESEL
2026-08-20 01:58:08.516640;774;CARRIS PORTO-ALEGRENSE LTDA;IRA5205;M. BENZ;O500 U                                            ;2010-08-14;2010;DIESEL
2026-08-20 01:58:08.516640;6744;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5332;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2026-08-20 01:58:08.516640;794;CARRIS PORTO-ALEGRENSE LTDA;ITA5D88;M. BENZ;O-500M                                            ;2012-04-27;2011;DIESEL
2026-08-20 01:58:08.516640;6490;NORTRAN TRANSPORTES COLETIVOS LTDA;IUP7053;M. BENZ;OF 1721                                           ;2013-08-15;2013;DIESEL
2026-08-20 01:58:08.516640;6155;AUTO VIACAO NAVEGANTES LTDA;IUI3174;M. BENZ;OF 1721                                           ;2013-05-29;2012;DIESEL
2026-08-20 01:58:08.516640;2408;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3D91;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;743;CARRIS PORTO-ALEGRENSE LTDA;IQY3I02;M. BENZ;O-500M                                            ;2010-07-16;2010;DIESEL
2026-08-20 01:58:08.516640;816;CARRIS PORTO-ALEGRENSE LTDA;ITX4389;VOLVO                                             ;B340M                                             ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;813;CARRIS PORTO-ALEGRENSE LTDA;ITX4417;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2026-08-20 01:58:08.516640;4460;VIACAO ALTO PETROPOLIS LTDA;IQD4712;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2026-08-20 01:58:08.516640;771;CARRIS PORTO-ALEGRENSE LTDA;IRA5217;M. BENZ;O500 U                                            ;2010-08-14;2010;DIESEL
2026-08-20 01:58:08.516640;862;CARRIS PORTO-ALEGRENSE LTDA;IWI6606;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2026-08-20 01:58:08.516640;824;CARRIS PORTO-ALEGRENSE LTDA;IWI6827;VOLVO                                             ;B340MA                                            ;2015-02-14;2014;DIESEL
2026-08-20 01:58:08.516640;3084;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6908;M. BENZ;O-500M                                            ;2010-08-25;2010;DIESEL
2026-08-20 01:58:08.516640;4434;VIACAO ALTO PETROPOLIS LTDA;IQY7318;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2026-08-20 01:58:08.516640;6436;NORTRAN TRANSPORTES COLETIVOS LTDA;ITH0D02;M. BENZ;OF 1722;2012-07-09;2011;DIESEL
2026-08-20 01:58:08.516640;4480;VIACAO ALTO PETROPOLIS LTDA;IRM8151;M. BENZ;OF 1722M                                          ;2011-01-11;2010;DIESEL
2026-08-20 01:58:08.516640;2113;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8176;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;6474;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0813;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2445;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0904;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3304;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0955;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6408;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1A27;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3506;EMPRESA GAZÔMETRO DE TRANSPORTES LTDA;IXC1071;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6413;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1086;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3327;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1380;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4458;VIACAO ALTO PETROPOLIS LTDA;IXC1467;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6141;AUTO VIACAO NAVEGANTES LTDA;IXC1745;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;6107;AUTO VIACAO NAVEGANTES LTDA;IXC1769;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;1216;TRANSPORTES COLETIVOS TREVO LTDA;IXC1940;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;1131;TRANSPORTES COLETIVOS TREVO LTDA;IXC1J89;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;866;CARRIS PORTO-ALEGRENSE LTDA;IWH9H94;VOLVO                                             ;B290R                                             ;2015-02-06;2014;DIESEL
2026-08-20 01:58:08.516640;6415;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0807;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6411;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0823;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6583;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0837;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3303;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0991;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6737;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1190;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2144;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8178;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;2148;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8180;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;6472;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0831;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3321;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1068;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6607;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1170;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6681;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1194;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4440;VIACAO ALTO PETROPOLIS LTDA;IXC1491;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4812;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1604;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;6121;AUTO VIACAO NAVEGANTES LTDA;IXC1677;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;2304;VIACAO BELEM NOVO LTDA;IXC0246;M. BENZ;O-500M                                            ;2016-02-12;2015;DIESEL
2026-08-20 01:58:08.516640;1164;TRANSPORTES COLETIVOS TREVO LTDA;IXC0J46;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2431;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0971;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6732;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1253;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1217;TRANSPORTES COLETIVOS TREVO LTDA;IXC1952;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;2235;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2289;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2026-08-20 01:58:08.516640;1050;TRANSPORTES COLETIVOS TREVO LTDA;ITE6I71;M. BENZ;O500MA                                            ;2012-06-19;2010;DIESEL
2026-08-20 01:58:08.516640;6635;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1443;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1139;TRANSPORTES COLETIVOS TREVO LTDA;IXC0926;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1126;TRANSPORTES COLETIVOS TREVO LTDA;IXC1999;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;1101;TRANSPORTES COLETIVOS TREVO LTDA;IXC2025;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;4803;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1680;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;1134;TRANSPORTES COLETIVOS TREVO LTDA;IXB9349;M. BENZ;O500MA                                            ;2016-02-10;2015;DIESEL
2026-08-20 01:58:08.516640;3342;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC2033;M. BENZ;O500MA                                            ;2016-02-18;2015;DIESEL
2026-08-20 01:58:08.516640;2197;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9295;M. BENZ;O-500M                                            ;2016-02-13;2015;DIESEL
2026-08-20 01:58:08.516640;31;CARRIS PORTO-ALEGRENSE LTDA;JAC7J08;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2026-08-20 01:58:08.516640;6631;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1598;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;6151;AUTO VIACAO NAVEGANTES LTDA;IXC1702;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;4334;VIACAO ESTORIL LTDA;IXC3155;M. BENZ;OF 1721                                           ;2016-02-18;2015;DIESEL
2026-08-20 01:58:08.516640;2238;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC6377;M. BENZ;OF 1721                                           ;2016-03-01;2015;DIESEL
2026-08-20 01:58:08.516640;6694;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2065;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2026-08-20 01:58:08.516640;6419;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E53;M. BENZ;OF 1721L;2019-06-27;2019;DIESEL
2026-08-20 01:58:08.516640;6536;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E22;M. BENZ;OF 1721L;2019-10-16;2019;DIESEL
2026-08-20 01:58:08.516640;98;CARRIS PORTO-ALEGRENSE LTDA;JAD8B44;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2026-08-20 01:58:08.516640;2473;RESTINGA TRANSPORTES COLETIVOS LTDA;JBQ5E34;VW;17230                                             ;2022-08-18;2022;DIESEL
2026-08-20 01:58:08.516640;4405;VIACAO ALTO PETROPOLIS LTDA;JBS4F94;M. BENZ;OF 1721                                           ;2022-08-31;2022;DIESEL
2026-08-20 01:58:08.516640;6726;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBT8D92;M. BENZ;OF 1721L;2023-01-18;2022;DIESEL
2026-08-20 01:58:08.516640;6768;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2710;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2026-08-20 01:58:08.516640;6534;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E93;M. BENZ;OF 1721L;2019-10-16;2019;DIESEL
2026-08-20 01:58:08.516640;851;CARRIS PORTO-ALEGRENSE LTDA;IWJ2118;VOLVO                                             ;B290R                                             ;2015-02-28;2014;DIESEL
2026-08-20 01:58:08.516640;1097;TRANSPORTES COLETIVOS TREVO LTDA;ISM2645;M. BENZ;OF 1722;2011-11-12;2011;DIESEL
2026-08-20 01:58:08.516640;2411;RESTINGA TRANSPORTES COLETIVOS LTDA;IQM2809;M. BENZ;O-500M                                            ;2010-01-21;2009;DIESEL
2026-08-20 01:58:08.516640;1202;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5422;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2026-08-20 01:58:08.516640;4523;VIACAO ALTO PETROPOLIS LTDA;IQU3060;M. BENZ;O-500M                                            ;2010-05-15;2010;DIESEL
2026-08-20 01:58:08.516640;2347;VIACAO BELEM NOVO LTDA;ITI5228;M. BENZ;OF 1722;2011-12-31;2011;DIESEL
2026-08-20 01:58:08.516640;2387;VIACAO BELEM NOVO LTDA;ITG5007;M. BENZ;OF 1722;2011-12-31;2011;DIESEL
2026-08-20 01:58:08.516640;853;CARRIS PORTO-ALEGRENSE LTDA;IWI6660;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2026-08-20 01:58:08.516640;4419;VIACAO ALTO PETROPOLIS LTDA;IQY7361;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2026-08-20 01:58:08.516640;2416;RESTINGA TRANSPORTES COLETIVOS LTDA;ITB7542;M. BENZ;O500MA                                            ;2012-05-16;2010;DIESEL
2026-08-20 01:58:08.516640;1051;TRANSPORTES COLETIVOS TREVO LTDA;ISM8189;M. BENZ;OF 1722;2011-11-22;2011;DIESEL
2026-08-20 01:58:08.516640;1163;TRANSPORTES COLETIVOS TREVO LTDA;IXC0890;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2493;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6A35;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2026-08-20 01:58:08.516640;2151;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC0810;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6418;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0812;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2136;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8185;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;2413;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ8C69;M. BENZ;O 500                                             ;2010-12-02;2010;DIESEL
2026-08-20 01:58:08.516640;1057;TRANSPORTES COLETIVOS TREVO LTDA;IXC0929;VW;17230                                             ;2015-12-28;2015;DIESEL
2026-08-20 01:58:08.516640;1109;TRANSPORTES COLETIVOS TREVO LTDA;IXC0940;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1063;TRANSPORTES COLETIVOS TREVO LTDA;IXC1030;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6584;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1047;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1190;TRANSPORTES COLETIVOS TREVO LTDA;IXC1113;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3332;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1172;M. BENZ;O500 U                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;859;CARRIS PORTO-ALEGRENSE LTDA;IWH8A75;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2026-08-20 01:58:08.516640;2008;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8233;M. BENZ;O-500M                                            ;2011-12-30;2011;DIESEL
2026-08-20 01:58:08.516640;6468;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1061;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4401;VIACAO ALTO PETROPOLIS LTDA;IXC1406;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6570;NORTRAN TRANSPORTES COLETIVOS LTDA;ITU9A59;M. BENZ;O500MA                                            ;2012-12-07;2012;DIESEL
2026-08-20 01:58:08.516640;1218;TRANSPORTES COLETIVOS TREVO LTDA;IXC1044;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6471;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1074;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3315;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1123;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3310;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1287;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3301;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1369;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;4824;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1695;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;4340;VIACAO ESTORIL LTDA;IXC3076;M. BENZ;O500 U                                            ;2016-02-18;2015;DIESEL
2026-08-20 01:58:08.516640;2329;VIACAO BELEM NOVO LTDA;IXB9700;M. BENZ;OF 1721                                           ;2016-02-11;2015;DIESEL
2026-08-20 01:58:08.516640;4517;VIACAO ALTO PETROPOLIS LTDA;IQB9440;M. BENZ;O-500M                                            ;2009-09-02;2009;DIESEL
2026-08-20 01:58:08.516640;870;CARRIS PORTO-ALEGRENSE LTDA;IWH9818;VOLVO                                             ;B290R                                             ;2015-02-06;2014;DIESEL
2026-08-20 01:58:08.516640;2375;VIACAO BELEM NOVO LTDA;IXC0265;M. BENZ;O 500                                             ;2016-02-12;2015;DIESEL
2026-08-20 01:58:08.516640;6476;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0797;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6470;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0846;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3337;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0913;M. BENZ;O500 U                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3324;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0957;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6133;AUTO VIACAO NAVEGANTES LTDA;IXC1782;VOLVO                                             ;B290R                                             ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;2234;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2615;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2026-08-20 01:58:08.516640;6711;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITR8044;M. BENZ;OF 1721                                           ;2012-11-07;2012;DIESEL
2026-08-20 01:58:08.516640;6806;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUA8224;M. BENZ;O500MA                                            ;2013-02-19;2012;DIESEL
2026-08-20 01:58:08.516640;849;CARRIS PORTO-ALEGRENSE LTDA;IWH9723;VOLVO                                             ;B290R                                             ;2015-02-05;2014;DIESEL
2026-08-20 01:58:08.516640;3340;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0945;M. BENZ;O500MA                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;3300;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0985;M. BENZ;OF 1721                                           ;2016-02-19;2015;DIESEL
2026-08-20 01:58:08.516640;1222;TRANSPORTES COLETIVOS TREVO LTDA;IXC1038;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6685;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1431;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6605;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1269;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6122;AUTO VIACAO NAVEGANTES LTDA;IXC1760;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;2231;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2287;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2026-08-20 01:58:08.516640;2429;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0903;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;6153;AUTO VIACAO NAVEGANTES LTDA;IXC1694;VOLVO                                             ;B340MA                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;2232;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2975;M. BENZ;O500MA                                            ;2016-02-18;2015;DIESEL
2026-08-20 01:58:08.516640;4335;VIACAO ESTORIL LTDA;IXC3026;M. BENZ;O-500M                                            ;2016-02-18;2015;DIESEL
2026-08-20 01:58:08.516640;1074;TRANSPORTES COLETIVOS TREVO LTDA;ISM8192;M. BENZ;OF 1722;2011-11-22;2011;DIESEL
2026-08-20 01:58:08.516640;2319;VIACAO BELEM NOVO LTDA;ITW8J11;M. BENZ;O500MA                                            ;2012-12-26;2012;DIESEL
2026-08-20 01:58:08.516640;2299;VIACAO BELEM NOVO LTDA;IXC0753;M. BENZ;O500MA                                            ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;2452;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0879;VW;17230                                             ;2016-02-15;2015;DIESEL
2026-08-20 01:58:08.516640;1221;TRANSPORTES COLETIVOS TREVO LTDA;IXC1957;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2026-08-20 01:58:08.516640;3341;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC2078;M. BENZ;O500MA                                            ;2016-02-16;2015;DIESEL
